"year","going_out","age","gender","country","province_n_county","x100_grand_bar","anonymous_brown_globs_that_come_in_black_and_orange_wrappers","any_full_sized_candy_bar","black_jacks","bonkers_the_candy","bonkers_the_board_game","bottle_caps","boxo_raisins","broken_glow_stick","butterfinger","cadbury_creme_eggs","candy_corn","candy_that_is_clearly_just_the_stuff_given_out_for_free_at_restaurants","caramellos","cash_or_other_forms_of_legal_tender","chardonnay","chick_o_sticks_we_don_t_know_what_that_is","chiclets","coffee_crisp","creepy_religious_comics_chick_tracts","dental_paraphenalia","dots","dove_bars","fuzzy_peaches","generic_brand_acetaminophen","glow_sticks","goo_goo_clusters","good_n_plenty","gum_from_baseball_cards","gummy_bears_straight_up","hard_candy","healthy_fruit","heath_bar","hersheys_dark_chocolate","hershey_s_milk_chocolate","hersheys_kisses","hugs_actual_physical_hugs","jolly_rancher_bad_flavor","jolly_ranchers_good_flavor","joy_joy_mit_iodine","junior_mints","senior_mints","kale_smoothie","kinder_happy_hippo","kit_kat","laffy_taffy","lemon_heads","licorice_not_black","licorice_yes_black","lindt_truffle","lollipops","mars","mary_janes","maynards","mike_and_ike","milk_duds","milky_way","regular_m_ms","peanut_m_m_s","blue_m_ms","red_m_ms","third_party_m_ms","minibags_of_chips","mint_kisses","mint_juleps","mr_goodbar","necco_wafers","nerds","nestle_crunch","nown_laters","peeps","pencils","person_of_interest_season_3_dvd_box_set_not_including_disc_4_with_hilarious_outtakes","pixy_stix","reese_s_peanut_butter_cups","reeses_pieces","reggie_jackson_bar","rolos","skittles","smarties_american","smarties_commonwealth","snickers","sourpatch_kids_i_e_abominations_of_nature","spotted_dick","starburst","sweet_tarts","swedish_fish","sweetums_a_friend_to_diabetes","tic_tacs","those_odd_marshmallow_circus_peanut_things","three_musketeers","tolberone_something_or_other","trail_mix","twix","vials_of_pure_high_fructose_corn_syrup_for_main_lining_into_your_vein","vicodin","whatchamacallit_bars","white_bread","whole_wheat_anything","york_peppermint_patties"
2016,"No","4","Female","us","Maine","JOY","MEH","JOY","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","MEH","DESPAIR","JOY","JOY","JOY",NA,"JOY",NA,"DESPAIR","MEH","DESPAIR","MEH","DESPAIR","MEH","JOY","MEH","MEH","DESPAIR","MEH","DESPAIR","MEH","JOY","JOY","MEH","MEH",NA,"DESPAIR","MEH",NA,"JOY",NA,NA,NA,"JOY","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","MEH",NA,NA,"JOY","MEH","MEH","JOY","DESPAIR","MEH","DESPAIR","JOY","JOY",NA,NA,"JOY","DESPAIR","MEH","MEH","DESPAIR","MEH",NA,"MEH","JOY","JOY",NA,"MEH","JOY","MEH",NA,"JOY","JOY",NA,"MEH","MEH","MEH",NA,"MEH","JOY","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY"
2016,"No","5","Male","canada","ontario","MEH","DESPAIR","JOY","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","MEH","DESPAIR","MEH","JOY","JOY","JOY","DESPAIR","MEH","JOY","MEH","MEH","MEH","DESPAIR","JOY","JOY","DESPAIR","MEH","DESPAIR","JOY","JOY","MEH","JOY","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","MEH","MEH","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","MEH","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","DESPAIR"
2016,"No","57","Male","us","NY","JOY","MEH","MEH",NA,NA,NA,NA,"MEH",NA,"JOY","MEH","JOY",NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOY","JOY",NA,NA,NA,NA,"JOY","DESPAIR","JOY","DESPAIR",NA,"JOY","MEH","MEH","MEH",NA,"DESPAIR","DESPAIR",NA,"JOY",NA,NA,NA,"MEH","MEH","DESPAIR","MEH","JOY","JOY","DESPAIR",NA,"MEH",NA,"JOY",NA,"MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY",NA,"MEH","JOY","JOY","MEH","MEH","DESPAIR",NA,NA,NA,NA,NA,NA,"JOY","MEH","JOY",NA,"MEH",NA,NA,"MEH","JOY","JOY",NA,NA,NA,NA,"JOY",NA,"MEH",NA,NA,NA,NA,NA,"JOY"
2016,"No","35","Male","us","NJ","JOY","MEH","JOY","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","DESPAIR","MEH","MEH","JOY","JOY","JOY","DESPAIR","MEH","JOY","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","JOY","JOY","MEH","MEH","JOY","JOY","MEH","DESPAIR","MEH","MEH","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY"
2016,"Yes","36","Male","us","Wa","MEH","DESPAIR","JOY","DESPAIR","MEH","MEH","JOY","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR",NA,"DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR",NA
2016,"No","5","Male","us","AK","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","MEH","MEH","JOY","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH"
2016,"No","28","Male","us",NA,"MEH","DESPAIR","JOY","DESPAIR","MEH","MEH","JOY","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","JOY","JOY","JOY","DESPAIR","MEH","JOY","MEH","MEH","MEH","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","MEH","MEH","DESPAIR","JOY","DESPAIR","JOY","MEH","DESPAIR","MEH","MEH","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","JOY","MEH","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","JOY","JOY","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","MEH","MEH","JOY","DESPAIR","JOY","JOY","JOY","MEH","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","MEH","DESPAIR","DESPAIR","JOY"
2016,"No","59","Male","us","CA","JOY","MEH","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","DESPAIR","MEH","JOY","JOY","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY"
2016,"No","34","Male","canada","Alberta","JOY","MEH","JOY","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","MEH","JOY","JOY","JOY","MEH","MEH","JOY","JOY","MEH","MEH","JOY","JOY","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","JOY","MEH","MEH","MEH","DESPAIR","MEH","JOY","MEH","MEH","MEH","JOY","JOY","MEH","JOY","MEH","MEH","JOY","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","MEH","DESPAIR","DESPAIR","MEH","JOY","JOY","MEH","JOY","JOY","DESPAIR","JOY","JOY","MEH","MEH","JOY","MEH","JOY","MEH","JOY","MEH","JOY","JOY","DESPAIR","JOY","MEH","JOY","MEH","DESPAIR","MEH","JOY"
2016,"No","34","Male","us","tn","MEH","JOY","JOY","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","JOY","MEH","JOY","JOY","DESPAIR","MEH","JOY","JOY","MEH","JOY","JOY","JOY","DESPAIR","JOY","MEH","MEH","JOY","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","MEH","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","MEH","JOY","MEH","MEH","JOY","JOY","MEH","MEH","JOY","DESPAIR","JOY","MEH","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","MEH","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH"
2016,"No","29","Male","us","Colorado","JOY","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY"
2016,"No","36","Male","us","Kentucky","JOY","MEH","JOY","DESPAIR","MEH","MEH","JOY","MEH","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","DESPAIR","JOY","MEH","MEH","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","MEH","DESPAIR","JOY","MEH","MEH","MEH","MEH","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","MEH","JOY","MEH","JOY","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","JOY","MEH","MEH","JOY","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","MEH","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY"
2016,"No","26","Female","us","Indiana","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR",NA,"DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","MEH","DESPAIR","JOY",NA,"MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","MEH","DESPAIR","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","JOY","MEH","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","MEH","JOY","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","MEH","MEH","JOY","MEH","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","DESPAIR","JOY"
2016,"No",NA,"I'd rather not say",NA,NA,"JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY",NA,NA,"DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","JOY"
2016,"No","47","Female","us","Minnesota","MEH","DESPAIR","JOY","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","MEH","JOY","JOY","JOY","MEH","MEH","JOY","MEH","JOY","DESPAIR","JOY","MEH","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","MEH","MEH","MEH","MEH","JOY","JOY","JOY","JOY","DESPAIR","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","MEH","JOY","MEH","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","MEH","JOY","MEH","JOY","MEH","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","JOY"
2016,"No","43","Male","canada","Manitoba","MEH","MEH","JOY","MEH","MEH","MEH","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","MEH","MEH","JOY","MEH","DESPAIR","MEH","JOY","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","MEH","MEH","MEH","MEH","JOY","JOY","JOY","DESPAIR","MEH","JOY","JOY","JOY","MEH","DESPAIR","MEH","JOY","MEH","MEH","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","MEH","MEH","JOY","JOY","DESPAIR","JOY","JOY","MEH","MEH","MEH","JOY","MEH","DESPAIR","JOY","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","MEH","MEH","JOY","JOY","MEH","MEH","MEH","JOY","MEH","MEH","MEH","DESPAIR","JOY","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY"
2016,"No",NA,"Male","us","New Hampshire","JOY","DESPAIR","JOY","JOY","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","MEH","JOY","MEH","JOY","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","DESPAIR","MEH","DESPAIR","JOY","MEH","JOY","JOY","MEH","JOY","MEH","DESPAIR","MEH","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","JOY","MEH","MEH","DESPAIR","JOY","MEH","JOY","MEH","MEH","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","JOY","MEH","MEH","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","JOY","MEH","DESPAIR","MEH","JOY","MEH","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY"
2016,"No","3","Male","us","Texas","JOY","DESPAIR","JOY","MEH","MEH","MEH","JOY","DESPAIR","DESPAIR","JOY","MEH","MEH","DESPAIR","MEH","JOY","JOY","JOY","JOY","MEH","DESPAIR","MEH","MEH","MEH","MEH","JOY","JOY","MEH","DESPAIR","MEH","DESPAIR","MEH","JOY","MEH","JOY","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","DESPAIR","MEH","JOY","MEH","JOY","JOY","DESPAIR","MEH","MEH","JOY","MEH","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","JOY","JOY","DESPAIR","MEH","MEH","MEH","JOY","JOY","MEH","MEH","MEH","MEH","JOY","JOY","JOY","DESPAIR","MEH","MEH","MEH","MEH","JOY","DESPAIR","JOY","MEH","JOY","JOY","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","JOY"
2016,"No","33","Male","us","ma","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","DESPAIR","MEH","MEH","DESPAIR","MEH","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","MEH"
2016,"No","26","Other","us","pa","MEH","DESPAIR","JOY","MEH","MEH","MEH","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","MEH","MEH","JOY","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","JOY","MEH","MEH","MEH","DESPAIR","MEH","MEH","JOY","JOY","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","MEH","MEH","MEH","JOY","MEH","MEH","JOY","JOY","JOY","MEH","JOY","MEH","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","MEH","MEH","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","JOY"
2016,"No","45","Male","us","ca","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","MEH","JOY","MEH","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","MEH","MEH","MEH","JOY","MEH","MEH","JOY","MEH","MEH","MEH","DESPAIR","MEH","JOY","MEH","JOY","MEH","MEH","MEH","JOY","JOY","JOY","MEH","JOY","MEH","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","JOY","JOY","MEH","MEH","MEH","MEH","JOY","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","MEH"
2016,"No","27","Male","us","St. Louis, MO","JOY","DESPAIR","JOY","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","MEH","MEH","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","MEH","MEH","DESPAIR","MEH","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH","JOY","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","MEH","JOY","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","JOY","MEH","JOY","JOY","MEH","JOY","MEH","MEH","DESPAIR","MEH","JOY","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","MEH","JOY","JOY","JOY","DESPAIR","MEH","JOY"
2016,"No","38","Female","us","MN","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","MEH","JOY","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","JOY","MEH","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","JOY","JOY","JOY","MEH","MEH","MEH","MEH","JOY","MEH","JOY","MEH","MEH","MEH","MEH","DESPAIR","JOY","MEH","JOY","MEH","MEH","JOY","MEH","JOY","MEH","DESPAIR","DESPAIR","MEH","JOY","JOY","MEH","MEH","MEH","JOY","JOY","JOY","MEH","JOY","MEH","JOY","MEH","MEH","MEH","DESPAIR","MEH","JOY","JOY","JOY","MEH","MEH","MEH","DESPAIR","MEH","MEH"
2016,"No","36","Male","us","Michigan","JOY","MEH","JOY",NA,NA,NA,"MEH","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","JOY",NA,NA,NA,NA,"DESPAIR","DESPAIR","MEH","JOY",NA,NA,"MEH",NA,"DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH",NA,"MEH","MEH","MEH","JOY","JOY","DESPAIR","JOY","MEH","DESPAIR","JOY","MEH","MEH",NA,NA,"MEH","MEH","MEH","MEH","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR",NA,"DESPAIR","DESPAIR","MEH","JOY","DESPAIR","MEH","DESPAIR","MEH","MEH","JOY","JOY",NA,"JOY","MEH","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","MEH","JOY","MEH","MEH","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH"
2016,"No","59","Male","us","ny","JOY","MEH","JOY","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","JOY","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","MEH","DESPAIR","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","JOY","MEH","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","MEH"
